Player,Squad,Pos,Age,Min,90s,Gls,Ast,TklW,Gls_per90,Ast_per90,xG_per90,npxG_per90,xAG_per90,KP_per90,PrgP_per90,Succ_per90,PrgC_per90,TklW_per90,Int_per90,SCA_per90,GCA_per90,SoT%,Cmp%
Haissem Hassan,Villarreal,"FW,MF",20,52,0.6,0,0,0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,3.3333333333333335,5.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,75.0
Haris Seferović,Celta Vigo,FW,30,887,9.9,3,1,3,0.30303030303030304,0.10101010101010101,0.18181818181818182,0.18181818181818182,0.050505050505050504,0.6060606060606061,1.7171717171717171,0.8080808080808081,1.2121212121212122,0.30303030303030304,0.10101010101010101,1.7171717171717171,0.30303030303030304,53.8,61.5
Helibelton Palacios,Elche,DF,29,1915,21.3,0,0,20,0.0,0.0,0.018779342723004695,0.018779342723004695,0.03286384976525821,0.32863849765258213,2.3943661971830985,0.6572769953051643,1.1737089201877935,0.9389671361502347,0.9389671361502347,0.9859154929577465,0.0,75.0,74.6
Houboulang Mendes,Almería,DF,24,886,9.8,0,1,11,0.0,0.1020408163265306,0.0,0.0,0.03061224489795918,0.4081632653061224,1.8367346938775508,0.9183673469387754,1.8367346938775508,1.1224489795918366,0.7142857142857142,0.9183673469387754,0.1020408163265306,0.0,71.3
Hugo Duro,Valencia,FW,22,1385,15.4,1,1,12,0.06493506493506493,0.06493506493506493,0.28571428571428575,0.23376623376623376,0.07142857142857144,0.7142857142857143,1.2337662337662338,0.12987012987012986,0.5844155844155844,0.7792207792207793,0.12987012987012986,1.4285714285714286,0.12987012987012986,28.1,73.3
Hugo Guillamón,Valencia,MF,22,1632,18.1,1,4,12,0.055248618784530384,0.22099447513812154,0.06077348066298342,0.016574585635359115,0.08839779005524862,1.3812154696132595,5.580110497237569,0.055248618784530384,0.6077348066298343,0.6629834254143646,1.0497237569060773,3.370165745856353,0.3314917127071823,33.3,82.9
Hugo Mallo,Celta Vigo,DF,31,2163,24.0,0,1,29,0.0,0.041666666666666664,0.05833333333333333,0.05833333333333333,0.10833333333333334,0.8333333333333334,3.875,0.20833333333333334,1.125,1.2083333333333333,1.0,2.0833333333333335,0.25,36.8,76.7
Hugo Sotelo,Celta Vigo,MF,18,17,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0
Héctor Bellerín,Barcelona,DF,27,143,1.6,0,0,0,0.0,0.0,0.0,0.0,0.0625,0.625,8.125,1.875,1.25,0.0,1.875,3.125,0.0,0.0,80.2
Iago Aspas,Celta Vigo,FW,34,2868,31.9,12,3,4,0.3761755485893417,0.09404388714733543,0.3448275862068966,0.2727272727272727,0.1755485893416928,2.6018808777429467,5.078369905956113,0.6896551724137931,2.5078369905956115,0.12539184952978058,0.219435736677116,4.4200626959247655,0.25078369905956116,38.7,76.3
Iddrisu Baba,Mallorca,"MF,DF",26,1705,18.9,0,0,17,0.0,0.0,0.031746031746031744,0.031746031746031744,0.010582010582010583,0.2645502645502646,2.486772486772487,0.5820105820105821,0.15873015873015875,0.8994708994708995,0.5820105820105821,0.6878306878306879,0.052910052910052914,16.7,81.5
Iglesias,Getafe,"DF,MF",24,2146,23.8,1,0,35,0.04201680672268907,0.0,0.037815126050420166,0.037815126050420166,0.04201680672268907,0.5462184873949579,2.100840336134454,0.5462184873949579,1.638655462184874,1.4705882352941175,0.8823529411764706,1.680672268907563,0.08403361344537814,33.3,58.6
Igor Zubeldia,Real Sociedad,DF,25,2542,28.2,1,1,18,0.03546099290780142,0.03546099290780142,0.03191489361702128,0.03191489361702128,0.014184397163120569,0.10638297872340426,4.539007092198582,0.28368794326241137,0.49645390070921985,0.6382978723404256,0.7446808510638298,0.3900709219858156,0.07092198581560284,16.7,85.4
Iker Benito,Osasuna,"FW,MF",19,176,2.0,0,0,3,0.0,0.0,0.0,0.0,0.15,1.5,1.5,1.5,4.5,1.5,1.0,2.5,0.5,0.0,73.8
Iker Muniain,Athletic Club,"MF,FW",29,1689,18.8,0,3,16,0.0,0.15957446808510636,0.15957446808510636,0.15957446808510636,0.2074468085106383,2.5,8.191489361702127,2.074468085106383,2.6595744680851063,0.851063829787234,0.2127659574468085,5.74468085106383,0.6382978723404255,25.0,80.2
Iker Muñoz,Osasuna,MF,19,254,2.8,0,0,0,0.0,0.0,0.03571428571428572,0.03571428571428572,0.0,0.0,4.285714285714286,0.35714285714285715,0.0,0.0,1.0714285714285714,1.0714285714285714,0.0,50.0,81.1
Ilaix Moriba,Valencia,MF,19,1011,11.2,0,2,16,0.0,0.17857142857142858,0.10714285714285715,0.10714285714285715,0.08928571428571429,1.0714285714285714,5.982142857142858,1.0714285714285714,1.4285714285714286,1.4285714285714286,0.35714285714285715,3.125,0.26785714285714285,23.8,80.4
Isaac Carcelen,Cádiz,DF,29,2199,24.4,0,1,51,0.0,0.04098360655737705,0.00819672131147541,0.00819672131147541,0.05327868852459017,0.6557377049180328,3.4836065573770494,0.5737704918032788,1.3524590163934427,2.0901639344262297,0.778688524590164,1.7622950819672132,0.0819672131147541,14.3,77.7
Isaac Palazón Camacho,Rayo Vallecano,"FW,MF",27,2965,32.9,9,5,30,0.27355623100303955,0.1519756838905775,0.23404255319148937,0.16109422492401215,0.15805471124620063,2.0060790273556233,3.860182370820669,1.5197568389057752,1.4893617021276597,0.9118541033434651,0.5167173252279635,3.8905775075987843,0.303951367781155,24.2,71.1
Isco,Sevilla,"MF,FW",30,799,8.9,0,2,9,0.0,0.2247191011235955,0.0449438202247191,0.0449438202247191,0.19101123595505617,1.9101123595505618,4.157303370786517,1.2359550561797752,1.797752808988764,1.0112359550561798,1.1235955056179774,3.595505617977528,0.33707865168539325,25.0,83.0
Ivan Rakitić,Sevilla,MF,34,1788,19.9,1,3,26,0.05025125628140704,0.15075376884422112,0.1658291457286432,0.08542713567839197,0.09547738693467336,1.407035175879397,7.437185929648241,0.20100502512562815,2.1105527638190957,1.306532663316583,1.35678391959799,3.3165829145728645,0.30150753768844224,27.6,80.3
Ivo Grbić,Atlético Madrid,GK,26,922,10.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09803921568627452,0.0,0.0,66.4
Iván Alejo,Cádiz,"MF,FW",27,1311,14.6,0,1,21,0.0,0.0684931506849315,0.0821917808219178,0.0821917808219178,0.1643835616438356,1.4383561643835616,1.095890410958904,0.8219178082191781,3.5616438356164384,1.4383561643835616,0.3424657534246575,2.73972602739726,0.0,26.1,55.9
Iván Balliu,Rayo Vallecano,DF,30,3232,35.9,0,0,29,0.0,0.0,0.008356545961002786,0.008356545961002786,0.07799442896935933,0.8913649025069639,3.649025069637883,0.30640668523676884,2.0891364902506964,0.807799442896936,0.6963788300835655,1.8384401114206128,0.0,16.7,76.9
Iván Fresneda,Valladolid,DF,17,1743,19.4,0,0,34,0.0,0.0,0.030927835051546393,0.030927835051546393,0.07731958762886598,0.9278350515463918,3.195876288659794,0.7731958762886598,2.4742268041237114,1.752577319587629,0.7731958762886598,2.0103092783505154,0.15463917525773196,0.0,77.0
Iván Martín,Girona,MF,23,1586,17.6,3,3,7,0.17045454545454544,0.17045454545454544,0.13636363636363635,0.13636363636363635,0.125,0.9659090909090908,3.1818181818181817,1.477272727272727,1.7045454545454544,0.3977272727272727,0.5113636363636364,1.9318181818181817,0.3409090909090909,44.4,84.1
Iván Romero,Sevilla,MF,21,11,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3
Iván Sánchez,Valladolid,"MF,FW",29,1154,12.8,1,1,14,0.078125,0.078125,0.0625,0.0625,0.125,1.328125,5.078125,2.8125,4.53125,1.09375,0.625,3.28125,0.15625,41.2,79.4
Iván Villar,Celta Vigo,GK,25,171,19.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.2631578947368421,0.0,0.0,69.1
Iñaki Peña,Barcelona,GK,23,73,0.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.6
Iñaki Williams,Athletic Club,FW,28,2836,31.5,10,3,16,0.31746031746031744,0.09523809523809523,0.33968253968253964,0.28888888888888886,0.15238095238095237,1.2063492063492063,1.9365079365079365,1.492063492063492,4.031746031746032,0.5079365079365079,0.2222222222222222,2.6984126984126986,0.2857142857142857,38.6,64.2
Iñigo Lekue,Athletic Club,DF,29,1321,14.7,0,1,17,0.0,0.06802721088435375,0.01360544217687075,0.01360544217687075,0.047619047619047616,0.8843537414965987,4.35374149659864,0.7482993197278912,2.857142857142857,1.1564625850340136,0.8843537414965987,2.0408163265306123,0.20408163265306123,11.1,77.3
Iñigo Martínez,Athletic Club,DF,31,1338,14.9,1,0,8,0.06711409395973154,0.0,0.053691275167785234,0.053691275167785234,0.020134228187919462,0.33557046979865773,4.026845637583892,0.0,0.7382550335570469,0.5369127516778524,1.2080536912751678,0.87248322147651,0.06711409395973154,20.0,81.1
Iñigo Ruiz de Galarreta,Mallorca,MF,28,2449,27.2,0,1,38,0.0,0.03676470588235294,0.011029411764705883,0.011029411764705883,0.051470588235294115,0.7352941176470589,4.669117647058823,0.698529411764706,0.7352941176470589,1.397058823529412,1.1029411764705883,1.6911764705882353,0.18382352941176472,20.0,81.7
Jaime Mata,Getafe,"FW,MF",33,437,4.9,1,1,10,0.2040816326530612,0.2040816326530612,0.38775510204081626,0.38775510204081626,0.2653061224489796,1.2244897959183672,2.0408163265306123,0.4081632653061224,0.4081632653061224,2.0408163265306123,0.6122448979591836,2.0408163265306123,0.4081632653061224,35.7,55.7
Jaime Seoane,Getafe,"MF,FW",25,326,3.6,0,0,4,0.0,0.0,0.02777777777777778,0.02777777777777778,0.08333333333333333,1.6666666666666665,1.9444444444444444,0.5555555555555556,1.6666666666666665,1.1111111111111112,0.2777777777777778,2.7777777777777777,0.0,0.0,77.7
Jan Oblak,Atlético Madrid,GK,29,2492,27.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036101083032490974,0.0,0.0,0.036101083032490974,0.07220216606498195,0.0,0.0,65.9
Jaume Costa,Mallorca,DF,34,2599,28.9,0,1,34,0.0,0.03460207612456748,0.03460207612456748,0.03460207612456748,0.08650519031141869,1.0726643598615917,2.5605536332179932,0.34602076124567477,2.0761245674740487,1.1764705882352942,0.7612456747404844,2.0069204152249136,0.1384083044982699,54.5,73.3
Javi Galán,Celta Vigo,DF,27,316,35.1,0,3,72,0.0,0.08547008547008547,0.017094017094017092,0.017094017094017092,0.11680911680911679,1.4814814814814814,3.561253561253561,2.051282051282051,4.017094017094017,2.051282051282051,1.168091168091168,2.6495726495726495,0.11396011396011396,7.7,77.3
Javi Hernández,Girona,DF,24,1116,12.4,1,2,12,0.08064516129032258,0.16129032258064516,0.10483870967741936,0.10483870967741936,0.07258064516129033,0.6451612903225806,6.290322580645161,0.8870967741935484,3.3064516129032255,0.9677419354838709,0.564516129032258,1.9354838709677418,0.24193548387096772,37.5,82.0
Javi Puado,Espanyol,"FW,MF",24,234,26.0,7,2,11,0.2692307692307692,0.07692307692307693,0.3,0.3,0.1,0.9615384615384616,2.230769230769231,0.8846153846153846,2.3076923076923075,0.4230769230769231,0.38461538461538464,2.1923076923076925,0.2692307692307692,40.4,76.3
Javi Sánchez,Valladolid,DF,25,2392,26.6,1,0,26,0.03759398496240601,0.0,0.02631578947368421,0.02631578947368421,0.0037593984962406013,0.11278195488721804,2.781954887218045,0.2631578947368421,0.7894736842105263,0.9774436090225563,1.7293233082706767,0.6015037593984962,0.11278195488721804,22.2,81.9
Javier Guerra,Valencia,MF,19,605,6.7,1,0,13,0.14925373134328357,0.0,0.13432835820895522,0.13432835820895522,0.16417910447761194,0.7462686567164178,4.477611940298507,2.08955223880597,2.5373134328358207,1.9402985074626866,1.6417910447761193,2.6865671641791042,0.0,40.0,78.7
Javier Llabrés,Mallorca,FW,19,17,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Javier Pastore,Elche,MF,33,5,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,75.0
Jawad El Yamiq,Valladolid,DF,30,1608,17.9,1,0,11,0.0558659217877095,0.0,0.06145251396648046,0.06145251396648046,0.022346368715083803,0.2793296089385475,3.0726256983240225,0.558659217877095,1.1731843575418994,0.6145251396648045,2.0670391061452515,0.670391061452514,0.0,23.5,81.1
Jeremías Ledesma,Cádiz,GK,29,306,34.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.11764705882352941,0.0,0.058823529411764705,0.058823529411764705,0.29411764705882354,0.029411764705882353,0.0,52.5
Jesus Vazquez,Valencia,"DF,MF",19,310,3.4,0,0,8,0.0,0.0,0.05882352941176471,0.05882352941176471,0.08823529411764706,0.8823529411764706,3.823529411764706,1.7647058823529411,1.1764705882352942,2.3529411764705883,0.29411764705882354,3.235294117647059,0.0,16.7,83.0
Jesús Corona,Sevilla,FW,29,111,1.2,1,0,0,0.8333333333333334,0.0,0.4166666666666667,0.4166666666666667,0.16666666666666669,2.5,2.5,2.5,2.5,0.0,0.8333333333333334,4.166666666666667,0.8333333333333334,100.0,78.6
Jesús Navas,Sevilla,"DF,FW",36,1981,22.0,0,0,12,0.0,0.0,0.013636363636363636,0.013636363636363636,0.12727272727272726,1.1818181818181819,4.5,0.5,2.090909090909091,0.5454545454545454,1.0,2.727272727272727,0.36363636363636365,30.0,75.1
Jesús Vallejo,Real Madrid,DF,25,22,0.2,0,0,0,0.0,0.0,1.4999999999999998,1.4999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
Joan García,Espanyol,GK,21,90,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.7
Joan Jordán,Sevilla,MF,28,1592,17.7,0,1,17,0.0,0.05649717514124294,0.05084745762711865,0.05084745762711865,0.03389830508474576,0.4519774011299435,6.9491525423728815,0.2824858757062147,0.5084745762711864,0.96045197740113,0.903954802259887,1.6949152542372883,0.11299435028248588,23.1,87.4
Joaquín,Betis,"MF,FW",41,496,5.5,0,2,3,0.0,0.36363636363636365,0.12727272727272726,0.12727272727272726,0.32727272727272727,3.8181818181818183,4.7272727272727275,2.0,4.181818181818182,0.5454545454545454,0.7272727272727273,5.2727272727272725,0.36363636363636365,37.5,79.6
Joaquín Fernández,Valladolid,DF,26,2156,24.0,1,0,28,0.041666666666666664,0.0,0.020833333333333332,0.020833333333333332,0.004166666666666667,0.08333333333333333,1.75,0.041666666666666664,0.25,1.1666666666666667,1.125,0.5833333333333334,0.0,10.0,82.5
Joel Roca,Girona,"MF,FW",17,84,0.9,0,0,2,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.1111111111111112,0.0,5.555555555555555,3.333333333333333,2.2222222222222223,0.0,5.555555555555555,0.0,50.0,76.9
Johan Mojica,Villarreal,DF,29,642,7.1,0,0,9,0.0,0.0,0.014084507042253523,0.014084507042253523,0.1267605633802817,1.267605633802817,2.676056338028169,0.8450704225352114,3.802816901408451,1.267605633802817,0.5633802816901409,1.8309859154929577,0.0,50.0,80.5
John Donald,Elche,"MF,DF",21,1092,12.1,0,0,11,0.0,0.0,0.008264462809917356,0.008264462809917356,0.008264462809917356,0.1652892561983471,1.9008264462809918,0.4132231404958678,0.24793388429752067,0.9090909090909092,1.15702479338843,0.49586776859504134,0.08264462809917356,0.0,83.4
Jon Karrikaburu,Real Sociedad,FW,19,93,1.0,0,0,0,0.0,0.0,0.3,0.3,0.3,1.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,20.0,61.1
Jon Magunazelaia,Real Sociedad,"MF,FW",22,65,0.7,0,0,0,0.0,0.0,0.0,0.0,0.5714285714285715,2.857142857142857,0.0,1.4285714285714286,2.857142857142857,0.0,0.0,5.714285714285714,0.0,100.0,50.0
Jon Moncayola,Osasuna,"MF,DF",24,2448,27.2,1,3,39,0.03676470588235294,0.11029411764705882,0.07352941176470588,0.07352941176470588,0.0661764705882353,0.9926470588235294,6.4338235294117645,0.14705882352941177,1.25,1.4338235294117647,0.625,2.5,0.33088235294117646,25.0,77.8
Jon Morcillo,Athletic Club,"FW,MF",23,76,0.8,0,1,0,0.0,1.25,0.125,0.125,0.37499999999999994,5.0,2.5,3.75,7.5,0.0,1.25,5.0,1.25,0.0,72.7
Jon Pacheco,Real Sociedad,DF,21,1193,13.3,0,1,10,0.0,0.07518796992481203,0.007518796992481203,0.007518796992481203,0.007518796992481203,0.07518796992481203,3.6090225563909772,0.15037593984962405,1.3533834586466165,0.7518796992481203,0.9022556390977443,0.3007518796992481,0.07518796992481203,0.0,89.5
Jordan Amavi,Getafe,DF,28,200,2.2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.2727272727272725,0.0,1.8181818181818181,0.9090909090909091,1.8181818181818181,0.9090909090909091,0.45454545454545453,0.0,53.1
Jordi Alba,Barcelona,DF,33,1419,15.8,2,3,18,0.12658227848101264,0.18987341772151897,0.05063291139240506,0.05063291139240506,0.3924050632911392,2.4050632911392404,8.924050632911392,0.2531645569620253,2.6582278481012658,1.1392405063291138,0.6962025316455696,3.7341772151898733,0.37974683544303794,30.8,83.4
Jordi Masip,Valladolid,GK,33,2507,27.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03584229390681004,0.14336917562724016,0.03584229390681004,0.0,70.5
Jorge Cuenca,Villarreal,DF,22,506,5.6,0,0,7,0.0,0.0,0.07142857142857144,0.07142857142857144,0.01785714285714286,0.17857142857142858,4.642857142857143,0.0,1.25,1.25,1.0714285714285714,0.8928571428571429,0.0,0.0,87.0
Jorge Herrando,Osasuna,DF,21,25,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
Jorge Meré,Cádiz,DF,25,601,6.7,0,0,7,0.0,0.0,0.029850746268656716,0.029850746268656716,0.0,0.0,2.08955223880597,0.0,0.14925373134328357,1.044776119402985,0.8955223880597015,0.5970149253731343,0.0,25.0,83.3
Josan,Elche,"DF,MF",32,1078,12.0,1,3,20,0.08333333333333333,0.25,0.03333333333333333,0.03333333333333333,0.13333333333333333,1.25,3.25,1.75,3.0833333333333335,1.6666666666666667,0.5833333333333334,2.0833333333333335,0.4166666666666667,50.0,78.7
Joseba Zaldúa,Cádiz,DF,30,639,7.1,0,1,8,0.0,0.14084507042253522,0.0,0.0,0.0,0.28169014084507044,1.8309859154929577,0.4225352112676057,1.8309859154929577,1.1267605633802817,1.5492957746478875,0.9859154929577465,0.14084507042253522,0.0,68.6
Joselu,Espanyol,FW,32,299,33.2,16,2,11,0.48192771084337344,0.06024096385542168,0.43674698795180716,0.31626506024096385,0.07228915662650602,0.6626506024096385,1.9879518072289155,0.5421686746987951,0.6927710843373494,0.33132530120481923,0.24096385542168672,1.9879518072289155,0.24096385542168672,37.9,60.3
Josep Antoni Gayá,Mallorca,"DF,MF",22,98,1.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,85.7
Joseph Aidoo,Celta Vigo,DF,26,3119,34.7,3,0,36,0.08645533141210374,0.0,0.02881844380403458,0.02881844380403458,0.002881844380403458,0.05763688760806916,2.737752161383285,0.23054755043227665,0.4322766570605187,1.037463976945245,0.893371757925072,0.2881844380403458,0.0,21.4,86.4
José Antonio,Cádiz,"MF,DF",18,46,0.5,0,1,1,0.0,2.0,0.0,0.0,0.0,2.0,6.0,2.0,4.0,2.0,0.0,2.0,2.0,0.0,80.0
José Carlos Lazo,Almería,"MF,FW",26,20,0.2,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,15.0,0.0,50.0,75.0
José Gragera,Espanyol,"MF,DF",21,460,5.1,1,0,9,0.19607843137254904,0.0,0.13725490196078433,0.13725490196078433,0.0,0.0,2.1568627450980395,0.0,0.0,1.7647058823529413,1.3725490196078431,0.3921568627450981,0.19607843137254904,25.0,85.6
José Luis Gayà,Valencia,DF,27,2709,30.1,1,3,46,0.03322259136212624,0.09966777408637874,0.06312292358803986,0.036544850498338874,0.18272425249169436,1.9269102990033222,4.119601328903654,0.8305647840531561,2.458471760797342,1.5282392026578073,0.7641196013289037,3.122923588039867,0.23255813953488372,36.4,74.0
José Luis Morales,Villarreal,"FW,MF",35,1211,13.5,7,0,6,0.5185185185185185,0.0,0.48148148148148145,0.48148148148148145,0.11851851851851852,0.6666666666666666,1.1111111111111112,1.3333333333333333,2.962962962962963,0.4444444444444444,0.14814814814814814,2.1481481481481484,0.2962962962962963,51.2,70.2
José Mari,Cádiz,MF,34,397,4.4,0,0,7,0.0,0.0,0.022727272727272728,0.022727272727272728,0.06818181818181818,1.1363636363636362,4.7727272727272725,0.6818181818181818,1.1363636363636362,1.5909090909090908,1.1363636363636362,2.954545454545454,0.0,40.0,82.8
José María Giménez,Atlético Madrid,DF,27,2423,26.9,2,1,25,0.07434944237918216,0.03717472118959108,0.07434944237918216,0.07434944237918216,0.022304832713754646,0.26022304832713755,2.342007434944238,0.2230483271375465,0.3345724907063197,0.929368029739777,0.892193308550186,0.8178438661710038,0.11152416356877325,36.4,88.7
José Pozo,Rayo Vallecano,"MF,FW",26,88,1.0,0,0,2,0.0,0.0,0.0,0.0,0.1,2.0,6.0,2.0,5.0,2.0,1.0,7.0,1.0,0.0,75.6
João Félix,Atlético Madrid,"FW,MF",22,650,7.2,4,3,7,0.5555555555555556,0.41666666666666663,0.3611111111111111,0.3611111111111111,0.19444444444444442,1.3888888888888888,3.75,0.8333333333333333,2.361111111111111,0.9722222222222222,0.41666666666666663,4.027777777777778,0.6944444444444444,46.2,75.0
Juan Carlos,Girona,GK,34,900,10.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,84.7
Juan Cruz,Betis,FW,22,178,2.0,1,0,0,0.5,0.0,0.25,0.25,0.05,1.0,0.5,1.5,3.5,0.0,0.0,1.5,0.0,40.0,64.1
Juan Cruz Armada,Osasuna,DF,30,2062,22.9,0,0,14,0.0,0.0,0.008733624454148473,0.008733624454148473,0.04366812227074236,0.6550218340611355,2.9694323144104806,0.26200873362445415,0.6550218340611355,0.6113537117903931,0.5676855895196506,1.7030567685589522,0.13100436681222707,0.0,75.7
Juan Foyth,Villarreal,DF,24,1958,21.8,1,0,48,0.04587155963302752,0.0,0.05045871559633028,0.05045871559633028,0.07339449541284404,0.5963302752293578,4.587155963302752,1.238532110091743,2.1559633027522933,2.2018348623853212,0.9174311926605504,1.3302752293577982,0.09174311926605504,28.6,87.5
Juan Miranda,Betis,DF,22,1472,16.4,3,2,16,0.1829268292682927,0.12195121951219513,0.14634146341463417,0.14634146341463417,0.17682926829268295,1.2804878048780488,4.451219512195122,0.5487804878048781,1.5853658536585367,0.9756097560975611,1.2195121951219514,2.3170731707317076,0.24390243902439027,38.1,70.8
Juanjo Narváez,Valladolid,"MF,FW",27,148,1.6,0,0,1,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.625,0.0,0.625,0.0,0.0,0.0,0.0,69.4
Juanmi,Betis,FW,29,925,10.3,4,0,10,0.3883495145631068,0.0,0.3592233009708738,0.3592233009708738,0.08737864077669903,0.3883495145631068,1.4563106796116503,1.1650485436893203,0.9708737864077669,0.9708737864077669,0.3883495145631068,1.9417475728155338,0.1941747572815534,44.4,84.5
Juanmi Latasa,Getafe,FW,21,448,5.0,1,0,4,0.2,0.0,0.22000000000000003,0.22000000000000003,0.12,1.2,3.8,0.4,0.0,0.8,0.2,2.4,0.0,26.7,48.8
Juanpe,Girona,DF,31,1426,15.8,1,0,11,0.06329113924050632,0.0,0.03164556962025316,0.03164556962025316,0.018987341772151896,0.18987341772151897,2.4050632911392404,0.06329113924050632,0.5063291139240506,0.6962025316455696,0.6329113924050632,0.9493670886075949,0.0,20.0,85.5
Julen Agirrezabala,Athletic Club,GK,21,675,7.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0
Jules Koundé,Barcelona,DF,23,2426,27.0,1,3,23,0.037037037037037035,0.1111111111111111,0.040740740740740744,0.040740740740740744,0.1037037037037037,0.5925925925925926,6.851851851851852,0.5555555555555556,2.1481481481481484,0.8518518518518519,0.7037037037037037,1.5185185185185186,0.25925925925925924,7.1,87.7
Justin Kluivert,Valencia,"FW,MF",23,1447,16.1,6,0,14,0.37267080745341613,0.0,0.4099378881987577,0.3664596273291925,0.14906832298136644,1.4285714285714284,2.0496894409937885,1.8633540372670805,3.602484472049689,0.8695652173913043,0.43478260869565216,3.7888198757763973,0.24844720496894407,34.9,69.2
Jørgen Strand Larsen,Celta Vigo,FW,22,1705,18.9,4,4,7,0.21164021164021166,0.21164021164021166,0.2962962962962963,0.2962962962962963,0.10582010582010583,0.634920634920635,0.7407407407407408,0.7407407407407408,0.8994708994708995,0.3703703703703704,0.15873015873015875,1.5343915343915344,0.3703703703703704,36.6,68.4
Kaiky,Almería,DF,18,581,6.5,0,0,5,0.0,0.0,0.015384615384615385,0.015384615384615385,0.0,0.0,1.6923076923076923,0.3076923076923077,1.0769230769230769,0.7692307692307693,1.6923076923076923,0.15384615384615385,0.0,0.0,81.3
Karim Benzema,Real Madrid,FW,34,2038,22.6,19,3,5,0.8407079646017699,0.1327433628318584,0.9513274336283185,0.6592920353982301,0.2566371681415929,2.1238938053097343,6.106194690265486,0.8849557522123893,3.1858407079646014,0.22123893805309733,0.08849557522123894,4.513274336283185,0.30973451327433627,36.4,86.4
Karim Rekik,Sevilla,DF,27,1181,13.1,1,1,5,0.07633587786259542,0.07633587786259542,0.06106870229007634,0.06106870229007634,0.0076335877862595426,0.3053435114503817,3.816793893129771,0.22900763358778625,0.9923664122137404,0.3816793893129771,0.7633587786259542,1.0687022900763359,0.15267175572519084,12.5,91.7
Kasper Dolberg,Sevilla,FW,24,197,2.2,0,1,0,0.0,0.45454545454545453,0.0,0.0,0.18181818181818182,0.45454545454545453,0.9090909090909091,0.45454545454545453,0.9090909090909091,0.0,0.0,0.45454545454545453,0.0,50.0,67.9
Keidi Bare,Espanyol,MF,24,503,5.6,0,1,8,0.0,0.17857142857142858,0.10714285714285715,0.10714285714285715,0.03571428571428572,0.5357142857142857,5.0,0.35714285714285715,1.0714285714285714,1.4285714285714286,1.9642857142857144,1.9642857142857144,0.35714285714285715,60.0,82.8
Kenedy,Valladolid,"FW,DF",26,275,3.1,0,1,2,0.0,0.3225806451612903,0.16129032258064516,0.16129032258064516,0.1935483870967742,1.2903225806451613,1.2903225806451613,1.2903225806451613,1.2903225806451613,0.6451612903225806,0.3225806451612903,1.9354838709677418,0.3225806451612903,50.0,66.3
Kevin Vázquez,Celta Vigo,"DF,MF",29,441,4.9,0,0,8,0.0,0.0,0.0,0.0,0.02040816326530612,0.4081632653061224,2.6530612244897958,0.4081632653061224,1.0204081632653061,1.6326530612244896,0.4081632653061224,1.0204081632653061,0.0,0.0,73.9
