Player,Squad,Pos,Age,Min,90s,Gls,Ast,TklW,Gls_per90,Ast_per90,xG_per90,npxG_per90,xAG_per90,KP_per90,PrgP_per90,Succ_per90,PrgC_per90,TklW_per90,Int_per90,SCA_per90,GCA_per90,SoT%,Cmp%
Kike Barja,Osasuna,"FW,MF",25,1312,14.6,1,6,9,0.0684931506849315,0.4109589041095891,0.0821917808219178,0.0821917808219178,0.2671232876712329,1.9178082191780823,2.397260273972603,2.671232876712329,4.178082191780822,0.6164383561643836,0.273972602739726,3.356164383561644,0.547945205479452,35.3,64.9
Kike Pérez,Valladolid,MF,25,2307,25.6,1,2,33,0.0390625,0.078125,0.08984374999999999,0.08984374999999999,0.0859375,1.25,5.234375,1.171875,2.109375,1.2890625,0.78125,3.0078125,0.1171875,21.7,75.8
Kike Salas,Sevilla,DF,20,368,4.1,1,1,1,0.24390243902439027,0.24390243902439027,0.04878048780487806,0.04878048780487806,0.04878048780487806,0.24390243902439027,3.414634146341464,0.0,0.7317073170731708,0.24390243902439027,1.2195121951219514,0.24390243902439027,0.24390243902439027,33.3,83.9
Kiko Femenía,Villarreal,DF,31,1133,12.6,0,0,9,0.0,0.0,0.007936507936507938,0.007936507936507938,0.05555555555555555,0.7142857142857143,5.238095238095238,0.4761904761904762,2.857142857142857,0.7142857142857143,1.5873015873015874,1.9047619047619049,0.0,0.0,85.7
Kiké,Osasuna,FW,32,1021,11.3,2,0,3,0.17699115044247787,0.0,0.3893805309734513,0.3185840707964602,0.09734513274336283,1.1504424778761062,1.327433628318584,1.0619469026548671,1.415929203539823,0.2654867256637168,0.08849557522123894,2.9203539823008846,0.17699115044247787,26.8,68.4
Koke,Atlético Madrid,MF,30,2545,28.3,0,3,38,0.0,0.10600706713780919,0.024734982332155476,0.024734982332155476,0.06007067137809187,0.989399293286219,6.183745583038869,0.45936395759717313,0.5300353356890459,1.342756183745583,0.7067137809187279,2.4734982332155475,0.21201413427561838,6.3,87.5
Lago Junior,Mallorca,"FW,MF",31,52,0.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,3.3333333333333335,0.0,0.0,1.6666666666666667,0.0,50.0,66.7
Lamine Yamal,Barcelona,FW,15,8,0.1,0,0,0,0.0,0.0,4.0,4.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,88.9
Largie Ramazani,Almería,"FW,MF",21,1403,15.6,3,1,9,0.19230769230769232,0.06410256410256411,0.2692307692307693,0.21794871794871795,0.10897435897435898,0.8333333333333334,1.9230769230769231,2.0512820512820515,3.782051282051282,0.576923076923077,0.9615384615384616,2.6923076923076925,0.25641025641025644,45.0,67.0
Lautaro Blanco,Elche,"DF,MF",23,872,9.7,0,2,9,0.0,0.2061855670103093,0.0,0.0,0.15463917525773196,1.2371134020618557,2.8865979381443303,1.0309278350515465,4.22680412371134,0.9278350515463918,0.2061855670103093,2.3711340206185567,0.2061855670103093,100.0,56.5
Leandro Cabrera,Espanyol,DF,31,2669,29.7,0,1,24,0.0,0.03367003367003367,0.07744107744107744,0.07744107744107744,0.050505050505050504,0.4713804713804714,3.1986531986531985,0.20202020202020202,0.4377104377104377,0.8080808080808081,1.4478114478114479,1.1784511784511784,0.10101010101010101,26.1,71.4
Lee Kang-in,Mallorca,"MF,FW",21,2823,31.4,6,6,24,0.1910828025477707,0.1910828025477707,0.17197452229299365,0.17197452229299365,0.17197452229299365,1.7197452229299364,3.0573248407643314,2.8662420382165608,3.407643312101911,0.7643312101910829,0.35031847133757965,3.598726114649682,0.4140127388535032,30.4,70.0
Leo Román,Mallorca,GK,22,90,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0
Lisandro Magallán,Elche,DF,28,902,10.0,0,0,11,0.0,0.0,0.06,0.06,0.01,0.2,1.6,0.1,0.2,1.1,1.3,0.9,0.0,33.3,83.1
Loren Morón,Betis,FW,28,15,0.2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,75.0
Loïc Bade,Sevilla,DF,22,1449,16.1,1,0,20,0.06211180124223602,0.0,0.018633540372670804,0.018633540372670804,0.006211180124223602,0.12422360248447203,2.6086956521739126,0.37267080745341613,0.43478260869565216,1.2422360248447204,1.4285714285714284,0.18633540372670807,0.06211180124223602,50.0,86.8
Luca Koleosho,Espanyol,"FW,DF",17,59,0.7,1,0,2,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,5.714285714285714,5.714285714285714,2.857142857142857,0.0,1.4285714285714286,1.4285714285714286,100.0,64.3
Luca de la Torre,Celta Vigo,MF,24,1481,16.5,0,2,19,0.0,0.12121212121212122,0.06666666666666667,0.06666666666666667,0.0787878787878788,0.7878787878787878,3.757575757575758,0.7272727272727273,3.3333333333333335,1.1515151515151516,0.5454545454545454,2.121212121212121,0.30303030303030304,17.6,83.2
Lucas Boyé,Elche,FW,26,2462,27.4,7,2,16,0.25547445255474455,0.07299270072992702,0.3029197080291971,0.2737226277372263,0.10583941605839416,1.0583941605839418,2.2992700729927007,2.8467153284671536,2.1167883211678835,0.5839416058394161,0.5474452554744526,2.737226277372263,0.25547445255474455,28.2,78.5
Lucas Ocampos,Sevilla,"FW,MF",28,1165,12.9,4,0,14,0.31007751937984496,0.0,0.3488372093023256,0.16279069767441862,0.10852713178294572,1.0077519379844961,2.8682170542635657,1.937984496124031,2.558139534883721,1.0852713178294573,0.6201550387596899,2.3255813953488373,0.15503875968992248,22.2,74.0
Lucas Olaza,Valladolid,DF,28,1494,16.6,0,1,14,0.0,0.06024096385542168,0.024096385542168672,0.024096385542168672,0.06024096385542168,0.9638554216867469,3.975903614457831,0.24096385542168672,0.7228915662650601,0.8433734939759036,0.8433734939759036,1.7469879518072287,0.06024096385542168,40.0,76.0
Lucas Oliveira Rosa,Valladolid,DF,22,931,10.3,0,1,18,0.0,0.0970873786407767,0.038834951456310676,0.038834951456310676,0.0970873786407767,0.9708737864077669,2.1359223300970873,0.8737864077669902,2.3300970873786406,1.7475728155339805,1.4563106796116503,1.8446601941747571,0.0970873786407767,16.7,72.1
Lucas Pérez,Cádiz,FW,33,628,7.0,3,0,2,0.42857142857142855,0.0,0.2857142857142857,0.2857142857142857,0.08571428571428572,0.5714285714285714,2.0,0.5714285714285714,1.1428571428571428,0.2857142857142857,0.14285714285714285,2.2857142857142856,0.0,35.3,71.6
Lucas Robertone,Almería,MF,25,2843,31.6,2,7,28,0.06329113924050632,0.22151898734177214,0.08227848101265822,0.08227848101265822,0.20886075949367086,1.6772151898734176,4.90506329113924,0.8544303797468354,1.4873417721518987,0.8860759493670886,1.4556962025316456,3.4493670886075947,0.3481012658227848,18.9,77.1
Lucas Torró,Osasuna,MF,28,2477,27.5,1,0,32,0.03636363636363636,0.0,0.050909090909090904,0.050909090909090904,0.010909090909090908,0.32727272727272727,3.5636363636363635,0.4,0.43636363636363634,1.1636363636363636,1.5272727272727273,0.8727272727272727,0.03636363636363636,14.3,80.6
Lucas Vázquez,Real Madrid,DF,31,1144,12.7,4,1,23,0.31496062992125984,0.07874015748031496,0.14960629921259844,0.14960629921259844,0.12598425196850396,1.6535433070866143,3.937007874015748,1.1023622047244095,2.440944881889764,1.8110236220472442,0.5511811023622047,3.2283464566929134,0.15748031496062992,50.0,86.3
Ludwig Augustinsson,Mallorca,DF,28,132,1.5,0,0,1,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,3.3333333333333335,0.0,0.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.0,0.0,70.0
Luis Hernández,Cádiz,DF,33,3149,35.0,0,0,21,0.0,0.0,0.008571428571428572,0.008571428571428572,0.025714285714285714,0.34285714285714286,2.7142857142857144,0.08571428571428572,0.2857142857142857,0.6,0.8857142857142857,1.0285714285714285,0.08571428571428572,14.3,72.4
Luis Javier Suárez,Almería,FW,24,149,16.6,4,4,11,0.24096385542168672,0.24096385542168672,0.26506024096385544,0.26506024096385544,0.12650602409638553,0.7831325301204819,1.5662650602409638,1.1445783132530118,1.7469879518072287,0.6626506024096385,0.18072289156626503,2.228915662650602,0.48192771084337344,31.7,68.9
Luis Milla,Getafe,MF,27,1856,20.6,0,3,30,0.0,0.14563106796116504,0.014563106796116504,0.014563106796116504,0.06310679611650485,1.407766990291262,5.048543689320388,0.5825242718446602,0.7281553398058251,1.4563106796116503,1.5533980582524272,2.2815533980582523,0.14563106796116504,12.5,77.6
Luis Pérez,Valladolid,DF,27,1213,13.5,0,1,24,0.0,0.07407407407407407,0.007407407407407408,0.007407407407407408,0.06666666666666667,0.9629629629629629,3.111111111111111,0.5925925925925926,1.7777777777777777,1.7777777777777777,1.1851851851851851,1.9259259259259258,0.07407407407407407,0.0,76.0
Luiz Felipe,Betis,DF,25,1763,19.6,0,0,23,0.0,0.0,0.01020408163265306,0.01020408163265306,0.01530612244897959,0.1530612244897959,2.142857142857143,0.25510204081632654,0.0510204081632653,1.173469387755102,1.4285714285714284,0.3571428571428571,0.0510204081632653,33.3,85.2
Luiz Henrique,Betis,FW,21,1807,20.1,1,3,34,0.04975124378109452,0.14925373134328357,0.1442786069651741,0.1442786069651741,0.1442786069651741,0.8457711442786069,1.2935323383084576,2.7860696517412933,3.034825870646766,1.6915422885572138,0.6965174129353233,2.3383084577114426,0.1990049751243781,40.5,74.0
Luka Modrić,Real Madrid,MF,36,1744,19.4,4,3,9,0.2061855670103093,0.15463917525773196,0.21649484536082478,0.1752577319587629,0.23195876288659795,2.1649484536082477,9.381443298969073,0.9793814432989691,2.577319587628866,0.4639175257731959,0.5154639175257733,4.381443298969073,0.4639175257731959,17.2,87.8
Lázaro,Almería,"FW,MF",20,716,8.0,6,0,3,0.75,0.0,0.5,0.5,0.1,1.5,3.25,1.875,2.875,0.375,0.25,2.875,0.25,48.0,78.0
Léo Baptistão,Almería,"FW,MF",29,1726,19.2,5,1,20,0.2604166666666667,0.052083333333333336,0.25520833333333337,0.25520833333333337,0.0625,0.9375,2.65625,0.7291666666666667,1.9791666666666667,1.0416666666666667,0.9895833333333334,2.760416666666667,0.15625,35.6,66.5
Mamadou Fall,Villarreal,DF,19,30,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.3
Mamadou Mbaye,Cádiz,DF,24,760,8.4,0,0,7,0.0,0.0,0.011904761904761904,0.011904761904761904,0.023809523809523808,0.23809523809523808,1.5476190476190474,0.5952380952380952,0.23809523809523808,0.8333333333333333,0.8333333333333333,0.47619047619047616,0.11904761904761904,0.0,74.5
Mamady Diarra,Cádiz,"MF,DF",22,66,0.7,0,0,1,0.0,0.0,0.14285714285714288,0.14285714285714288,0.0,0.0,0.0,1.4285714285714286,4.285714285714286,1.4285714285714286,0.0,1.4285714285714286,0.0,0.0,88.9
Manu Bueno,Sevilla,MF,18,149,1.7,0,0,4,0.0,0.0,0.0,0.0,0.05882352941176471,1.1764705882352942,2.3529411764705883,0.5882352941176471,0.0,2.3529411764705883,0.0,1.1764705882352942,0.0,100.0,78.8
Manu Morlanes,Villarreal,MF,23,158,1.8,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,3.333333333333333,0.0,0.5555555555555556,1.1111111111111112,0.5555555555555556,1.1111111111111112,0.0,0.0,78.3
Manu Sánchez,Osasuna,DF,21,2124,23.6,0,2,35,0.0,0.0847457627118644,0.03389830508474576,0.03389830508474576,0.08898305084745763,1.1864406779661016,4.23728813559322,0.6779661016949152,1.7796610169491525,1.483050847457627,0.5932203389830508,2.584745762711864,0.1694915254237288,30.0,80.1
Manu Trigueros,Villarreal,MF,30,828,9.2,0,1,14,0.0,0.10869565217391305,0.04347826086956522,0.04347826086956522,0.11956521739130437,1.0869565217391306,8.260869565217392,0.2173913043478261,1.3043478260869565,1.5217391304347827,0.5434782608695653,1.847826086956522,0.2173913043478261,25.0,89.0
Manu Vallejo,Girona,"FW,MF",25,206,2.3,0,1,1,0.0,0.4347826086956522,0.0,0.0,0.13043478260869565,1.3043478260869565,4.347826086956522,0.4347826086956522,3.0434782608695654,0.4347826086956522,0.4347826086956522,4.347826086956522,1.7391304347826089,100.0,76.4
Manuel Pozo,Valladolid,FW,20,19,0.2,0,0,0,0.0,0.0,0.5,0.5,0.0,5.0,5.0,5.0,0.0,0.0,10.0,10.0,0.0,0.0,75.0
Marc-André ter Stegen,Barcelona,GK,30,3347,37.2,0,0,0,0.0,0.0,0.0,0.0,0.008064516129032258,0.08064516129032258,0.1075268817204301,0.0,0.0,0.0,0.026881720430107524,0.3225806451612903,0.026881720430107524,0.0,84.5
Marco Asensio,Real Madrid,"FW,MF",26,1442,16.0,9,6,10,0.5625,0.375,0.39375,0.34375,0.30625,2.5625,4.375,1.4375,3.5,0.625,0.3125,4.75,0.75,41.4,81.0
Marcos Acuña,Sevilla,DF,30,1912,21.2,3,2,36,0.14150943396226415,0.09433962264150944,0.05660377358490566,0.05660377358490566,0.2028301886792453,1.7924528301886793,4.811320754716982,1.2264150943396226,2.311320754716981,1.6981132075471699,1.0849056603773586,3.066037735849057,0.18867924528301888,23.8,74.2
Marcos Alonso,Barcelona,DF,31,1172,13.0,1,0,10,0.07692307692307693,0.0,0.06923076923076923,0.06923076923076923,0.023076923076923075,0.46153846153846156,5.461538461538462,0.15384615384615385,2.0,0.7692307692307693,0.8461538461538461,1.0769230769230769,0.07692307692307693,33.3,89.2
Marcos André,Valencia,"FW,MF",25,447,5.0,1,0,1,0.2,0.0,0.3,0.26,0.08,0.8,1.4,1.8,0.4,0.2,0.0,2.4,0.0,11.8,67.2
Marcos Llorente,Atlético Madrid,"MF,DF",27,1703,18.9,1,2,15,0.052910052910052914,0.10582010582010583,0.11111111111111112,0.11111111111111112,0.1904761904761905,1.5343915343915344,4.656084656084657,0.634920634920635,3.3862433862433865,0.7936507936507937,0.8994708994708995,3.174603174603175,0.15873015873015875,37.5,80.9
Marcão,Sevilla,DF,26,375,4.2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,3.095238095238095,0.23809523809523808,0.23809523809523808,0.47619047619047616,1.4285714285714286,0.0,0.0,0.0,86.2
Mariano,Real Madrid,FW,28,157,1.7,0,0,0,0.0,0.0,0.35294117647058826,0.35294117647058826,0.23529411764705885,0.5882352941176471,1.1764705882352942,0.0,1.7647058823529411,0.0,0.0,0.5882352941176471,0.0,0.0,78.0
Mario Hermoso,Atlético Madrid,DF,27,211,23.4,3,2,15,0.12820512820512822,0.08547008547008547,0.08974358974358976,0.08974358974358976,0.05982905982905983,0.5982905982905983,4.914529914529915,0.5982905982905983,0.982905982905983,0.6410256410256411,0.811965811965812,1.4102564102564104,0.12820512820512822,33.3,86.5
Mario Hernández,Rayo Vallecano,DF,23,103,1.1,0,0,2,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,2.727272727272727,0.0,3.6363636363636362,1.8181818181818181,1.8181818181818181,1.8181818181818181,0.9090909090909091,0.0,78.9
Mario Suárez,Rayo Vallecano,"MF,DF",35,12,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7
Marko Dmitrović,Sevilla,GK,30,1269,14.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28368794326241137,0.0,0.0,53.3
Marko Milovanović,Almería,FW,18,15,0.2,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,44.4
Martin Braithwaite,Espanyol,"FW,MF",31,2456,27.3,10,2,2,0.3663003663003663,0.07326007326007326,0.33699633699633696,0.33699633699633696,0.05128205128205128,0.43956043956043955,1.9780219780219779,0.6227106227106227,1.1721611721611722,0.07326007326007326,0.18315018315018314,1.7582417582417582,0.2564102564102564,43.1,65.9
Martin Hongla,Valladolid,"DF,MF",24,1306,14.5,0,0,13,0.0,0.0,0.0,0.0,0.020689655172413793,0.13793103448275862,3.4482758620689653,0.6206896551724138,0.41379310344827586,0.896551724137931,0.5517241379310345,0.7586206896551724,0.06896551724137931,0.0,82.0
Martin Valjent,Mallorca,DF,26,2656,29.5,0,0,27,0.0,0.0,0.010169491525423728,0.010169491525423728,0.013559322033898306,0.1016949152542373,1.9322033898305084,0.0,0.5084745762711864,0.9152542372881356,0.9830508474576272,0.2033898305084746,0.06779661016949153,33.3,78.8
Martín Montoya,Betis,DF,31,453,5.0,0,0,8,0.0,0.0,0.0,0.0,0.13999999999999999,0.8,3.2,0.4,1.2,1.6,1.8,1.4,0.0,0.0,77.9
Martín Zubimendi,Real Sociedad,MF,23,3101,34.5,1,3,33,0.028985507246376812,0.08695652173913043,0.05507246376811594,0.05507246376811594,0.057971014492753624,0.5797101449275363,5.333333333333333,0.2608695652173913,1.2463768115942029,0.9565217391304348,1.0724637681159421,1.5072463768115942,0.17391304347826086,15.4,85.3
Matheus Cunha,Atlético Madrid,"FW,MF",23,377,4.2,0,2,1,0.0,0.47619047619047616,0.3333333333333333,0.3333333333333333,0.19047619047619047,1.4285714285714286,1.6666666666666665,1.4285714285714286,1.4285714285714286,0.23809523809523808,0.47619047619047616,2.380952380952381,0.47619047619047616,66.7,75.3
Matija Nastasić,Mallorca,DF,29,906,10.1,1,0,8,0.09900990099009901,0.0,0.04950495049504951,0.04950495049504951,0.0,0.0,2.4752475247524752,0.0,0.39603960396039606,0.7920792079207921,1.7821782178217822,0.594059405940594,0.0,50.0,79.9
Matt Doherty,Atlético Madrid,DF,30,18,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7
Mauro Arambarri,Getafe,MF,26,992,11.0,0,1,6,0.0,0.09090909090909091,0.018181818181818184,0.018181818181818184,0.13636363636363635,1.3636363636363635,3.0,0.36363636363636365,0.7272727272727273,0.5454545454545454,1.2727272727272727,2.272727272727273,0.2727272727272727,0.0,77.4
Maxi Gómez,Valencia,FW,25,108,1.2,0,0,0,0.0,0.0,0.16666666666666669,0.16666666666666669,0.16666666666666669,1.6666666666666667,0.0,0.0,0.8333333333333334,0.0,0.0,1.6666666666666667,0.0,0.0,64.3
Memphis,Atlético Madrid,FW,28,270,3.0,4,0,0,1.3333333333333333,0.0,1.0,1.0,0.16666666666666666,1.6666666666666667,2.6666666666666665,1.3333333333333333,1.3333333333333333,0.0,0.0,4.333333333333333,0.6666666666666666,45.5,75.6
Mickael Malsa,Valladolid,MF,26,69,0.8,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,6.25,1.25,0.0,2.5,2.5,1.25,0.0,0.0,65.0
Miguel Gutiérrez,Girona,DF,21,239,26.6,2,3,23,0.07518796992481203,0.11278195488721804,0.03007518796992481,0.03007518796992481,0.12406015037593984,0.8270676691729323,4.6992481203007515,1.3157894736842104,3.045112781954887,0.8646616541353384,0.6766917293233082,2.0676691729323307,0.3007518796992481,23.5,81.5
Miguel Rodríguez,Celta Vigo,"MF,FW",19,252,2.8,1,1,5,0.35714285714285715,0.35714285714285715,0.07142857142857144,0.07142857142857144,0.03571428571428572,0.35714285714285715,2.142857142857143,1.0714285714285714,3.5714285714285716,1.7857142857142858,0.35714285714285715,2.5,0.7142857142857143,66.7,65.9
Mikel Balenziaga,Athletic Club,DF,34,115,1.3,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,5.384615384615384,0.7692307692307692,0.0,3.0769230769230766,0.7692307692307692,0.7692307692307692,0.0,0.0,71.0
Mikel Merino,Real Sociedad,MF,26,2494,27.7,2,9,49,0.07220216606498195,0.3249097472924188,0.1588447653429603,0.12996389891696752,0.20577617328519857,1.588447653429603,6.209386281588448,0.7942238267148015,1.0830324909747293,1.7689530685920578,0.7220216606498195,3.357400722021661,0.4693140794223827,39.0,76.2
Mikel Oyarzabal,Real Sociedad,"FW,MF",25,1214,13.5,4,1,7,0.2962962962962963,0.07407407407407407,0.34074074074074073,0.17037037037037037,0.16296296296296298,1.037037037037037,2.1481481481481484,0.5185185185185185,2.0,0.5185185185185185,0.2222222222222222,2.2962962962962963,0.2222222222222222,50.0,72.7
Mikel Vesga,Athletic Club,MF,29,2575,28.6,3,3,35,0.1048951048951049,0.1048951048951049,0.13636363636363635,0.05244755244755245,0.05244755244755245,0.6993006993006993,6.9580419580419575,0.34965034965034963,0.9090909090909091,1.2237762237762237,1.2587412587412588,1.8881118881118881,0.2097902097902098,12.0,83.4
Mohamed Ali Cho,Real Sociedad,"FW,MF",18,587,6.5,1,2,10,0.15384615384615385,0.3076923076923077,0.27692307692307694,0.27692307692307694,0.26153846153846155,1.0769230769230769,1.2307692307692308,2.4615384615384617,4.615384615384615,1.5384615384615385,0.3076923076923077,2.923076923076923,0.3076923076923077,52.2,65.5
Moi Gómez,Osasuna,"MF,FW",28,2453,27.3,3,2,17,0.10989010989010989,0.07326007326007326,0.06593406593406594,0.06593406593406594,0.16483516483516483,1.9413919413919414,6.73992673992674,0.9890109890109889,1.3553113553113554,0.6227106227106227,0.3663003663003663,3.443223443223443,0.21978021978021978,47.4,84.3
Moises Parra Gutierrez,Getafe,FW,20,10,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Monchu,Valladolid,MF,22,2031,22.6,3,2,29,0.1327433628318584,0.08849557522123894,0.10619469026548671,0.10619469026548671,0.08849557522123894,1.1061946902654867,4.9115044247787605,0.44247787610619466,0.7522123893805309,1.2831858407079646,0.7964601769911503,3.230088495575221,0.22123893805309733,25.6,79.0
Mouctar Diakhaby,Valencia,DF,25,2446,27.2,3,0,16,0.11029411764705882,0.0,0.09926470588235295,0.09926470588235295,0.011029411764705883,0.18382352941176472,3.161764705882353,0.18382352941176472,0.698529411764706,0.5882352941176471,0.7352941176470589,0.5514705882352942,0.03676470588235294,33.3,81.9
Munir El Haddadi,Getafe,"MF,FW",26,115,12.8,3,1,7,0.234375,0.078125,0.2109375,0.2109375,0.09374999999999999,1.09375,2.34375,0.9375,1.5625,0.546875,0.703125,3.828125,0.15625,28.1,62.4
Nabil Fekir,Betis,MF,29,961,10.7,2,2,5,0.1869158878504673,0.1869158878504673,0.22429906542056074,0.14953271028037385,0.25233644859813087,2.149532710280374,3.8317757009345796,1.5887850467289721,3.9252336448598135,0.4672897196261683,0.09345794392523366,5.233644859813085,0.4672897196261683,25.0,78.1
Nabil Touaizi,Espanyol,MF,21,3,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
Nacho,Real Madrid,DF,32,1637,18.2,1,1,16,0.054945054945054944,0.054945054945054944,0.04395604395604396,0.04395604395604396,0.049450549450549455,0.6593406593406593,4.120879120879121,0.6043956043956045,0.989010989010989,0.8791208791208791,0.989010989010989,1.7582417582417582,0.10989010989010989,44.4,91.6
Nacho Vidal,Osasuna,DF,27,1247,13.9,0,0,14,0.0,0.0,0.043165467625899276,0.043165467625899276,0.043165467625899276,0.2158273381294964,3.381294964028777,0.935251798561151,1.4388489208633093,1.0071942446043165,1.3669064748201438,1.4388489208633093,0.0,22.2,75.9
Nahuel Molina,Atlético Madrid,DF,24,2867,31.9,4,2,43,0.12539184952978058,0.06269592476489029,0.08150470219435738,0.08150470219435738,0.12225705329153605,1.1912225705329154,3.510971786833856,0.658307210031348,2.2884012539184955,1.3479623824451412,0.5642633228840126,2.884012539184953,0.18808777429467086,28.6,75.2
Nemanja Gudelj,Sevilla,"DF,MF",30,2779,30.9,3,1,33,0.0970873786407767,0.03236245954692557,0.05501618122977346,0.05501618122977346,0.012944983818770227,0.16181229773462785,3.5598705501618126,0.0970873786407767,0.9385113268608415,1.0679611650485437,1.1003236245954693,0.970873786407767,0.0970873786407767,23.7,90.2
Nemanja Maksimović,Getafe,MF,27,2053,22.8,0,0,30,0.0,0.0,0.07894736842105263,0.07894736842105263,0.02631578947368421,0.43859649122807015,1.8421052631578947,0.13157894736842105,0.5701754385964912,1.3157894736842104,1.4912280701754386,1.3157894736842104,0.043859649122807015,38.9,78.0
Nico Ribaudo,Espanyol,"MF,FW",21,1248,13.9,1,2,13,0.07194244604316546,0.14388489208633093,0.26618705035971224,0.26618705035971224,0.16546762589928055,1.7985611510791366,4.100719424460432,1.4388489208633093,2.8776978417266186,0.935251798561151,0.3597122302158273,3.6690647482014387,0.14388489208633093,33.3,77.5
Nico Williams,Athletic Club,FW,20,2656,29.5,6,4,16,0.2033898305084746,0.13559322033898305,0.16610169491525426,0.16610169491525426,0.2169491525423729,1.5593220338983051,2.711864406779661,2.8135593220338984,5.898305084745763,0.5423728813559322,0.2711864406779661,3.559322033898305,0.3050847457627119,32.8,66.7
Nicolas Jackson,Villarreal,FW,21,1598,17.8,12,4,11,0.6741573033707865,0.2247191011235955,0.4382022471910112,0.4382022471910112,0.17415730337078653,1.1797752808988764,2.2471910112359548,1.2921348314606742,2.752808988764045,0.6179775280898876,0.11235955056179775,2.640449438202247,0.7865168539325842,56.1,75.7
Nicolás Ezequiel Fernández,Elche,"MF,DF",22,514,5.7,0,1,12,0.0,0.17543859649122806,0.07017543859649122,0.07017543859649122,0.14035087719298245,2.280701754385965,5.087719298245614,0.5263157894736842,3.6842105263157894,2.1052631578947367,0.8771929824561403,3.6842105263157894,0.3508771929824561,40.0,74.2
Nicolás González,Valencia,MF,20,1405,15.6,1,1,15,0.06410256410256411,0.06410256410256411,0.09615384615384616,0.09615384615384616,0.08333333333333334,0.7692307692307693,5.1923076923076925,1.794871794871795,1.3461538461538463,0.9615384615384616,1.217948717948718,2.1153846153846154,0.12820512820512822,21.4,86.9
Oier Zarraga,Athletic Club,MF,23,852,9.5,0,0,9,0.0,0.0,0.1368421052631579,0.1368421052631579,0.11578947368421054,1.263157894736842,3.8947368421052633,0.5263157894736842,1.263157894736842,0.9473684210526315,1.0526315789473684,2.6315789473684212,0.0,27.8,77.6
Oihan Sancet,Athletic Club,MF,22,2532,28.1,10,2,16,0.3558718861209964,0.07117437722419928,0.27046263345195726,0.21352313167259784,0.1494661921708185,1.5658362989323842,5.658362989323843,1.6370106761565835,3.2384341637010676,0.5693950177935942,0.14234875444839856,3.380782918149466,0.21352313167259784,33.9,80.8
Olasagasti,Real Sociedad,"MF,DF",21,65,0.7,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,2.857142857142857,0.0,2.857142857142857,5.714285714285714,0.0,1.4285714285714286,0.0,33.3,81.3
Omar Alderete,Getafe,DF,25,2047,22.7,1,1,20,0.04405286343612335,0.04405286343612335,0.02643171806167401,0.02643171806167401,0.03524229074889868,0.22026431718061676,4.229074889867841,0.748898678414097,1.2334801762114538,0.881057268722467,1.145374449339207,1.0572687224669604,0.13215859030837004,47.1,58.0
Omar El Hilali,Espanyol,"DF,MF",18,92,1.0,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,60.0
Omar Mascarell,Elche,"MF,DF",29,2447,27.2,0,1,26,0.0,0.03676470588235294,0.014705882352941178,0.014705882352941178,0.04044117647058824,0.7352941176470589,4.264705882352941,0.7720588235294118,0.9926470588235294,0.9558823529411765,1.6544117647058825,1.5441176470588236,0.11029411764705882,33.3,85.9
Oriol Romeu,Girona,MF,30,295,32.8,2,0,38,0.06097560975609757,0.0,0.04878048780487806,0.04878048780487806,0.027439024390243906,0.6097560975609757,4.0548780487804885,0.6097560975609757,0.4573170731707317,1.1585365853658538,1.128048780487805,1.707317073170732,0.09146341463414635,20.8,86.4
